query_id,query_type,query,intent,candidate_id,document_id,matter_id,chunk_id,retrieved_by,bm25_rank,vector_rank,metadata_rank,matter_rank,hierarchical_rank,graph_seed_rank,similar_matter_rank,graph_expansion_rank,bm25_score,vector_score,metadata_score,matter_score,hierarchical_score,graph_seed_score,similar_matter_score,graph_expansion_score,rrf_score,rrf_rank,reranker_score,reranker_rank,final_score,final_rank,is_relevant,relevance_grade,gold_kind,matter_stage_score,doc_stage_score,hierarchy_label
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37312-C000,DOC-37312,MTR-2020-00974,DOC-37312-C000,metadata,,,11,,,,,,,,1.0,,,,,,0.028169,11,,11,0.028169,11,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37313-C000,DOC-37313,MTR-2020-00974,DOC-37313-C000,metadata,,,12,,,,,,,,1.0,,,,,,0.027778,12,,12,0.027778,12,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37314-C000,DOC-37314,MTR-2020-00974,DOC-37314-C000,bm25|metadata,38,,13,,,,,,0.18,,1.0,,,,,,0.027397,13,,13,0.027397,13,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37315-C000,DOC-37315,MTR-2020-00974,DOC-37315-C000,bm25|metadata,39,,14,,,,,,0.18,,1.0,,,,,,0.027027,14,,14,0.027027,14,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37316-C000,DOC-37316,MTR-2020-00974,DOC-37316-C000,bm25|metadata,40,,15,,,,,,0.18,,1.0,,,,,,0.026667,15,,15,0.026667,15,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37317-C000,DOC-37317,MTR-2020-00974,DOC-37317-C000,bm25|metadata,1,,16,,,,,,0.333125,,1.0,,,,,,0.026316,16,,16,0.026316,16,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37322-C000,DOC-37322,MTR-2020-00974,DOC-37322-C000,bm25|metadata,41,,17,,,,,,0.18,,1.0,,,,,,0.025974,17,,17,0.025974,17,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37323-C000,DOC-37323,MTR-2020-00974,DOC-37323-C000,bm25|metadata,42,,18,,,,,,0.18,,1.0,,,,,,0.025641,18,,18,0.025641,18,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37324-C000,DOC-37324,MTR-2020-00974,DOC-37324-C000,metadata,,,19,,,,,,,,1.0,,,,,,0.025316,19,,19,0.025316,19,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37325-C000,DOC-37325,MTR-2020-00974,DOC-37325-C000,metadata,,,20,,,,,,,,1.0,,,,,,0.025,20,,20,0.025,20,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37326-C000,DOC-37326,MTR-2020-00974,DOC-37326-C000,bm25|metadata,43,,21,,,,,,0.18,,1.0,,,,,,0.024691,21,,21,0.024691,21,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37327-C000,DOC-37327,MTR-2020-00974,DOC-37327-C000,bm25|metadata,44,,22,,,,,,0.18,,1.0,,,,,,0.02439,22,,22,0.02439,22,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37328-C000,DOC-37328,MTR-2020-00974,DOC-37328-C000,bm25|metadata,45,,23,,,,,,0.18,,1.0,,,,,,0.024096,23,,23,0.024096,23,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37329-C000,DOC-37329,MTR-2020-00974,DOC-37329-C000,bm25|metadata,46,,24,,,,,,0.18,,1.0,,,,,,0.02381,24,,24,0.02381,24,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37330-C000,DOC-37330,MTR-2020-00974,DOC-37330-C000,metadata,,,25,,,,,,,,1.0,,,,,,0.023529,25,,25,0.023529,25,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37331-C000,DOC-37331,MTR-2020-00974,DOC-37331-C000,bm25|metadata,27,,26,,,,,,0.333125,,1.0,,,,,,0.023256,26,,26,0.023256,26,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37332-C000,DOC-37332,MTR-2020-00974,DOC-37332-C000,bm25|metadata,28,,27,,,,,,0.333125,,1.0,,,,,,0.022989,27,,27,0.022989,27,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37333-C000,DOC-37333,MTR-2020-00974,DOC-37333-C000,bm25|metadata,2,,28,,,,,,0.333125,,1.0,,,,,,0.022727,28,,28,0.022727,28,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37334-C000,DOC-37334,MTR-2020-00974,DOC-37334-C000,bm25|metadata,3,,29,,,,,,0.333125,,1.0,,,,,,0.022472,29,,29,0.022472,29,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37336-C000,DOC-37336,MTR-2020-00974,DOC-37336-C000,bm25|metadata,47,,30,,,,,,0.18,,1.0,,,,,,0.022222,30,,30,0.022222,30,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37337-C000,DOC-37337,MTR-2020-00974,DOC-37337-C000,metadata,,,31,,,,,,,,1.0,,,,,,0.021978,31,,31,0.021978,31,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37338-C000,DOC-37338,MTR-2020-00974,DOC-37338-C000,bm25|metadata,48,,32,,,,,,0.18,,1.0,,,,,,0.021739,32,,32,0.021739,32,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37339-C000,DOC-37339,MTR-2020-00974,DOC-37339-C000,bm25|metadata,33,,33,,,,,,0.21214285,,1.0,,,,,,0.021505,33,,33,0.021505,33,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37340-C000,DOC-37340,MTR-2020-00974,DOC-37340-C000,bm25|metadata,49,,34,,,,,,0.18,,1.0,,,,,,0.021277,34,,34,0.021277,34,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37341-C000,DOC-37341,MTR-2020-00974,DOC-37341-C000,bm25|metadata,31,,35,,,,,,0.21240741,,1.0,,,,,,0.021053,35,,35,0.021053,35,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,CHK-7604088423,DOC-120A233C48,MTR-2019-00001,CHK-7604088423,metadata,,,36,,,,,,,,1.0,,,,,,0.020833,36,,36,0.020833,36,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,CHK-351B13D986,DOC-51FA369779,MTR-2019-00001,CHK-351B13D986,metadata,,,37,,,,,,,,1.0,,,,,,0.020619,37,,37,0.020619,37,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,CHK-484E5F10AE,DOC-4EA161FF5C,MTR-2019-00001,CHK-484E5F10AE,metadata,,,38,,,,,,,,1.0,,,,,,0.020408,38,,38,0.020408,38,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,CHK-4C8B988E7B,DOC-1C04879D9C,MTR-2019-00001,CHK-4C8B988E7B,metadata,,,39,,,,,,,,1.0,,,,,,0.020202,39,,39,0.020202,39,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,CHK-D1E9433F8E,DOC-61529235CF,MTR-2019-00001,CHK-D1E9433F8E,metadata,,,40,,,,,,,,1.0,,,,,,0.02,40,,40,0.02,40,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37318-C000,DOC-37318,MTR-2020-00974,DOC-37318-C000,bm25|metadata,7,,41,,,,,,0.333125,,1.0,,,,,,0.019802,41,,41,0.019802,41,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37319-C000,DOC-37319,MTR-2020-00974,DOC-37319-C000,bm25|metadata,8,,42,,,,,,0.333125,,1.0,,,,,,0.019608,42,,42,0.019608,42,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37320-C000,DOC-37320,MTR-2020-00974,DOC-37320-C000,bm25|metadata,9,,43,,,,,,0.333125,,1.0,,,,,,0.019417,43,,43,0.019417,43,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37321-C000,DOC-37321,MTR-2020-00974,DOC-37321-C000,metadata,,,44,,,,,,,,1.0,,,,,,0.019231,44,,44,0.019231,44,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-37335-C000,DOC-37335,MTR-2020-00974,DOC-37335-C000,metadata,,,45,,,,,,,,1.0,,,,,,0.019048,45,,45,0.019048,45,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00024-C000,DOC-00024,MTR-2019-00001,DOC-00024-C000,bm25|metadata,12,,46,,,,,,0.333125,,1.0,,,,,,0.018868,46,,46,0.018868,46,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00025-C000,DOC-00025,MTR-2019-00001,DOC-00025-C000,bm25|metadata,13,,47,,,,,,0.333125,,1.0,,,,,,0.018692,47,,47,0.018692,47,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00026-C000,DOC-00026,MTR-2019-00001,DOC-00026-C000,metadata,,,48,,,,,,,,1.0,,,,,,0.018519,48,,48,0.018519,48,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00027-C000,DOC-00027,MTR-2019-00001,DOC-00027-C000,bm25|metadata,14,,49,,,,,,0.333125,,1.0,,,,,,0.018349,49,,49,0.018349,49,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00028-C000,DOC-00028,MTR-2019-00001,DOC-00028-C000,bm25|metadata,15,,50,,,,,,0.333125,,1.0,,,,,,0.018182,50,,50,0.018182,50,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00006-C000,DOC-00006,MTR-2019-00001,DOC-00006-C000,bm25,5,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00005-C000,DOC-00005,MTR-2019-00001,DOC-00005-C000,bm25,10,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00004-C000,DOC-00004,MTR-2019-00001,DOC-00004-C000,bm25,11,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00029-C000,DOC-00029,MTR-2019-00001,DOC-00029-C000,bm25,16,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00030-C000,DOC-00030,MTR-2019-00001,DOC-00030-C000,bm25,17,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00023-C000,DOC-00023,MTR-2019-00001,DOC-00023-C000,bm25,18,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00022-C000,DOC-00022,MTR-2019-00001,DOC-00022-C000,bm25,19,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00050-C000,DOC-00050,MTR-2019-00001,DOC-00050-C000,bm25,20,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00049-C000,DOC-00049,MTR-2019-00001,DOC-00049-C000,bm25,21,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00048-C000,DOC-00048,MTR-2019-00001,DOC-00048-C000,bm25,23,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00047-C000,DOC-00047,MTR-2019-00001,DOC-00047-C000,bm25,24,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00007-C000,DOC-00007,MTR-2019-00001,DOC-00007-C000,bm25,26,,,,,,,,0.333125,,,,,,,,,,,,0.333125,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00001-C000,DOC-00001,MTR-2019-00001,DOC-00001-C000,bm25,30,,,,,,,,0.2126923,,,,,,,,,,,,0.2126923,,1,1,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00033-C000,DOC-00033,MTR-2019-00001,DOC-00033-C000,bm25,32,,,,,,,,0.21240741,,,,,,,,,,,,0.21240741,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00018-C000,DOC-00018,MTR-2019-00001,DOC-00018-C000,bm25,34,,,,,,,,0.18,,,,,,,,,,,,0.18,,0,0,document,,,
Q-0001,exact,What is the matter code for Singh-Srinivas Holdings — Share Purchase Agreement?,exact_lookup,DOC-00021-C000,DOC-00021,MTR-2019-00001,DOC-00021-C000,bm25,50,,,,,,,,0.18,,,,,,,,,,,,0.18,,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00053-C000,DOC-00053,MTR-2021-00002,DOC-00053-C000,bm25|metadata,4,,1,,,,,,0.18916667,,1.0,,,,,,0.032787,1,,1,0.032787,1,1,1,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00054-C000,DOC-00054,MTR-2021-00002,DOC-00054-C000,bm25|metadata,35,,2,,,,,,0.16,,1.0,,,,,,0.032258,2,,2,0.032258,2,1,1,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00055-C000,DOC-00055,MTR-2021-00002,DOC-00055-C000,bm25|metadata,13,,3,,,,,,0.16344827,,1.0,,,,,,0.031746,3,,3,0.031746,3,1,1,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00056-C000,DOC-00056,MTR-2021-00002,DOC-00056-C000,bm25|metadata,9,,4,,,,,,0.18,,1.0,,,,,,0.03125,4,,4,0.03125,4,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00057-C000,DOC-00057,MTR-2021-00002,DOC-00057-C000,bm25|metadata,32,,5,,,,,,0.16,,1.0,,,,,,0.030769,5,,5,0.030769,5,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00058-C000,DOC-00058,MTR-2021-00002,DOC-00058-C000,bm25|metadata,30,,6,,,,,,0.16,,1.0,,,,,,0.030303,6,,6,0.030303,6,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00059-C000,DOC-00059,MTR-2021-00002,DOC-00059-C000,bm25|metadata,26,,7,,,,,,0.16,,1.0,,,,,,0.029851,7,,7,0.029851,7,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00060-C000,DOC-00060,MTR-2021-00002,DOC-00060-C000,bm25|metadata,24,,8,,,,,,0.16,,1.0,,,,,,0.029412,8,,8,0.029412,8,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00061-C000,DOC-00061,MTR-2021-00002,DOC-00061-C000,bm25|metadata,6,,9,,,,,,0.18625,,1.0,,,,,,0.028986,9,,9,0.028986,9,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00062-C000,DOC-00062,MTR-2021-00002,DOC-00062-C000,bm25|metadata,21,,10,,,,,,0.16,,1.0,,,,,,0.028571,10,,10,0.028571,10,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00063-C000,DOC-00063,MTR-2021-00002,DOC-00063-C000,bm25|metadata,19,,11,,,,,,0.16,,1.0,,,,,,0.028169,11,,11,0.028169,11,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00064-C000,DOC-00064,MTR-2021-00002,DOC-00064-C000,bm25|metadata,14,,12,,,,,,0.16344827,,1.0,,,,,,0.027778,12,,12,0.027778,12,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00065-C000,DOC-00065,MTR-2021-00002,DOC-00065-C000,bm25|metadata,2,,13,,,,,,0.205,,1.0,,,,,,0.027397,13,,13,0.027397,13,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00066-C000,DOC-00066,MTR-2021-00002,DOC-00066-C000,bm25|metadata,18,,14,,,,,,0.16,,1.0,,,,,,0.027027,14,,14,0.027027,14,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00071-C000,DOC-00071,MTR-2021-00002,DOC-00071-C000,bm25|metadata,36,,15,,,,,,0.16,,1.0,,,,,,0.026667,15,,15,0.026667,15,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00067-C000,DOC-00067,MTR-2021-00002,DOC-00067-C000,bm25|metadata,16,,16,,,,,,0.16,,1.0,,,,,,0.026316,16,,16,0.026316,16,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00068-C000,DOC-00068,MTR-2021-00002,DOC-00068-C000,bm25|metadata,17,,17,,,,,,0.16,,1.0,,,,,,0.025974,17,,17,0.025974,17,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00069-C000,DOC-00069,MTR-2021-00002,DOC-00069-C000,bm25|metadata,10,,18,,,,,,0.16434783,,1.0,,,,,,0.025641,18,,18,0.025641,18,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00070-C000,DOC-00070,MTR-2021-00002,DOC-00070-C000,bm25|metadata,12,,19,,,,,,0.16344827,,1.0,,,,,,0.025316,19,,19,0.025316,19,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00072-C000,DOC-00072,MTR-2021-00002,DOC-00072-C000,bm25|metadata,20,,20,,,,,,0.16,,1.0,,,,,,0.025,20,,20,0.025,20,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00073-C000,DOC-00073,MTR-2021-00002,DOC-00073-C000,bm25|metadata,7,,21,,,,,,0.18625,,1.0,,,,,,0.024691,21,,21,0.024691,21,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00074-C000,DOC-00074,MTR-2021-00002,DOC-00074-C000,bm25|metadata,22,,22,,,,,,0.16,,1.0,,,,,,0.02439,22,,22,0.02439,22,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00075-C000,DOC-00075,MTR-2021-00002,DOC-00075-C000,bm25|metadata,23,,23,,,,,,0.16,,1.0,,,,,,0.024096,23,,23,0.024096,23,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00076-C000,DOC-00076,MTR-2021-00002,DOC-00076-C000,bm25|metadata,8,,24,,,,,,0.18,,1.0,,,,,,0.02381,24,,24,0.02381,24,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00086-C000,DOC-00086,MTR-2021-00002,DOC-00086-C000,bm25|metadata,25,,25,,,,,,0.16,,1.0,,,,,,0.023529,25,,25,0.023529,25,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00077-C000,DOC-00077,MTR-2021-00002,DOC-00077-C000,bm25|metadata,5,,26,,,,,,0.18916667,,1.0,,,,,,0.023256,26,,26,0.023256,26,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00078-C000,DOC-00078,MTR-2021-00002,DOC-00078-C000,bm25|metadata,15,,27,,,,,,0.16344827,,1.0,,,,,,0.022989,27,,27,0.022989,27,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00079-C000,DOC-00079,MTR-2021-00002,DOC-00079-C000,bm25|metadata,28,,28,,,,,,0.16,,1.0,,,,,,0.022727,28,,28,0.022727,28,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00080-C000,DOC-00080,MTR-2021-00002,DOC-00080-C000,bm25|metadata,29,,29,,,,,,0.16,,1.0,,,,,,0.022472,29,,29,0.022472,29,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00087-C000,DOC-00087,MTR-2021-00002,DOC-00087-C000,bm25|metadata,3,,30,,,,,,0.205,,1.0,,,,,,0.022222,30,,30,0.022222,30,0,0,document,,,
Q-0002,exact,What is the matter code for Sarin-Loyal Limited — Liquidation?,exact_lookup,DOC-00081-C000,DOC-00081,MTR-2021-00002,DOC-00081-C000,bm25|metadata,31,,31,,,,,,0.16,,1.0,,,,,,0.021978,31,,31,0.021978,31,0,0,document,,,
