query_id,query_type,query,intent,candidate_id,document_id,matter_id,chunk_id,retrieved_by,bm25_rank,vector_rank,metadata_rank,matter_rank,hierarchical_rank,graph_seed_rank,similar_matter_rank,graph_expansion_rank,bm25_score,vector_score,metadata_score,matter_score,hierarchical_score,graph_seed_score,similar_matter_score,graph_expansion_score,rrf_score,rrf_rank,reranker_score,reranker_rank,final_score,final_rank,is_relevant,relevance_grade,gold_kind,matter_stage_score,doc_stage_score,hierarchy_label
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05392-C000,DOC-05392,MTR-2022-00142,DOC-05392-C000,vector,,2,,,,,,,,0.4677836121127277,,,,,,,0.020968,2,0.6590363025290206,14,0.6590363025290206,14,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01609-C000,DOC-01609,MTR-2025-00043,DOC-01609-C000,vector,,24,,,,,,,,0.4220196385997228,,,,,,,0.015476,28,0.6467562510428336,15,0.6467562510428336,15,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05036-C000,DOC-05036,MTR-2018-00132,DOC-05036-C000,graph_expansion,,,,,,,,33,,,,,,,,0.5,0.010753,60,0.6365252782876076,16,0.6365252782876076,16,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23913-C000,DOC-23913,MTR-2017-00628,DOC-23913-C000,vector,,8,,,,,,,,0.45306502142742844,,,,,,,0.019118,8,0.6356823111577241,17,0.6356823111577241,17,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23917-C000,DOC-23917,MTR-2017-00628,DOC-23917-C000,vector,,3,,,,,,,,0.4582205551332452,,,,,,,0.020635,3,0.6155704002097585,18,0.6155704002097585,18,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23942-C000,DOC-23942,MTR-2017-00628,DOC-23942-C000,vector,,6,,,,,,,,0.4550976699707123,,,,,,,0.019697,6,0.6130926274640669,19,0.6130926274640669,19,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23938-C000,DOC-23938,MTR-2017-00628,DOC-23938-C000,vector,,5,,,,,,,,0.4554219328495762,,,,,,,0.02,5,0.6123663385216791,20,0.6123663385216791,20,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05409-C000,DOC-05409,MTR-2022-00142,DOC-05409-C000,vector,,11,,,,,,,,0.43965656875541015,,,,,,,0.01831,11,0.6014772483493434,21,0.6014772483493434,21,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23940-C000,DOC-23940,MTR-2017-00628,DOC-23940-C000,vector,,9,,,,,,,,0.45122020091951276,,,,,,,0.018841,9,0.5989470359688223,22,0.5989470359688223,22,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23905-C000,DOC-23905,MTR-2017-00628,DOC-23905-C000,vector,,7,,,,,,,,0.4536027717831247,,,,,,,0.019403,7,0.5979506829070627,23,0.5979506829070627,23,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05401-C000,DOC-05401,MTR-2022-00142,DOC-05401-C000,vector,,27,,,,,,,,0.4202014708759161,,,,,,,0.014943,33,0.5971103377589206,24,0.5971103377589206,24,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23904-C000,DOC-23904,MTR-2017-00628,DOC-23904-C000,vector,,25,,,,,,,,0.4218644923527435,,,,,,,0.015294,30,0.5474945772650347,25,0.5474945772650347,25,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-03750-C000,DOC-03750,MTR-2018-00097,DOC-03750-C000,graph_expansion,,,,,,,,30,,,,,,,,0.5,0.011111,57,0.5090890997068147,26,0.5090890997068147,26,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-03796-C000,DOC-03796,MTR-2017-00098,DOC-03796-C000,graph_expansion,,,,,,,,5,,,,,,,,0.5,0.015385,29,0.464681905942364,27,0.464681905942364,27,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-20485-C000,DOC-20485,MTR-2017-00536,DOC-20485-C000,graph_expansion,,,,,,,,16,,,,,,,,0.5,0.013158,43,0.4505009176936095,28,0.4505009176936095,28,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-34075-C000,DOC-34075,MTR-2018-00888,DOC-34075-C000,graph_expansion,,,,,,,,48,,,,,,,,0.5,0.009259,75,0.42463637880485305,29,0.42463637880485305,29,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05160-C000,DOC-05160,MTR-2017-00135,DOC-05160-C000,graph_expansion,,,,,,,,8,,,,,,,,0.5,0.014706,35,0.4173092508283079,30,0.4173092508283079,30,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-26081-C000,DOC-26081,MTR-2018-00681,DOC-26081-C000,graph_expansion,,,,,,,,40,,,,,,,,0.5,0.01,67,0.38357745572426283,31,0.38357745572426283,31,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-17162-C000,DOC-17162,MTR-2017-00451,DOC-17162-C000,graph_expansion,,,,,,,,13,,,,,,,,0.5,0.013699,40,0.3801872333325388,32,0.3801872333325388,32,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-18104-C000,DOC-18104,MTR-2018-00478,DOC-18104-C000,graph_expansion,,,,,,,,37,,,,,,,,0.5,0.010309,64,0.37681798679474654,33,0.37681798679474654,33,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23488-C000,DOC-23488,MTR-2017-00617,DOC-23488-C000,graph_expansion,,,,,,,,18,,,,,,,,0.5,0.012821,45,0.36311419922293997,34,0.36311419922293997,34,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-00926-C000,DOC-00926,MTR-2018-00024,DOC-00926-C000,graph_expansion,,,,,,,,28,,,,,,,,0.5,0.011364,55,0.3521870903153529,35,0.3521870903153529,35,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-11155-C000,DOC-11155,MTR-2017-00289,DOC-11155-C000,graph_expansion,,,,,,,,12,,,,,,,,0.5,0.013889,39,0.33799692513050317,36,0.33799692513050317,36,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-27011-C000,DOC-27011,MTR-2018-00705,DOC-27011-C000,graph_expansion,,,,,,,,41,,,,,,,,0.5,0.009901,68,0.33739386932996446,37,0.33739386932996446,37,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01686-C000,DOC-01686,MTR-2017-00045,DOC-01686-C000,graph_expansion,,,,,,,,3,,,,,,,,0.5,0.015873,24,0.3323347555597931,38,0.3323347555597931,38,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05393-C000,DOC-05393,MTR-2022-00142,DOC-05393-C000,vector,,18,,,,,,,,0.43074979094417465,,,,,,,0.016667,18,0.33054787500297955,39,0.33054787500297955,39,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-33348-C000,DOC-33348,MTR-2017-00868,DOC-33348-C000,graph_expansion,,,,,,,,25,,,,,,,,0.5,0.011765,52,0.32990286749457726,40,0.32990286749457726,40,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-04993-C000,DOC-04993,MTR-2017-00131,DOC-04993-C000,graph_expansion,,,,,,,,7,,,,,,,,0.5,0.014925,34,0.3281015660381856,41,0.3281015660381856,41,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-30690-C000,DOC-30690,MTR-2017-00799,DOC-30690-C000,graph_expansion,,,,,,,,23,,,,,,,,0.5,0.012048,50,0.3260551092889662,42,0.3260551092889662,42,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-21613-C000,DOC-21613,MTR-2017-00565,DOC-21613-C000,graph_expansion,,,,,,,,17,,,,,,,,0.5,0.012987,44,0.3257260505804114,43,0.3257260505804114,43,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-08952-C000,DOC-08952,MTR-2017-00234,DOC-08952-C000,graph_expansion,,,,,,,,11,,,,,,,,0.5,0.014085,38,0.31498903534908107,44,0.31498903534908107,44,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01560-C000,DOC-01560,MTR-2017-00042,DOC-01560-C000,graph_expansion,,,,,,,,2,,,,,,,,0.5,0.016129,22,0.3109747813028866,45,0.3109747813028866,45,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-20855-C000,DOC-20855,MTR-2018-00545,DOC-20855-C000,graph_expansion,,,,,,,,38,,,,,,,,0.5,0.010204,65,0.3056364264772483,46,0.3056364264772483,46,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-05862-C000,DOC-05862,MTR-2018-00155,DOC-05862-C000,graph_expansion,,,,,,,,34,,,,,,,,0.5,0.010638,61,0.3031114580602102,47,0.3031114580602102,47,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23941-C000,DOC-23941,MTR-2017-00628,DOC-23941-C000,vector,,26,,,,,,,,0.42121929716044515,,,,,,,0.015116,32,0.29564405406049626,48,0.29564405406049626,48,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23931-C000,DOC-23931,MTR-2017-00628,DOC-23931-C000,vector,,23,,,,,,,,0.42246700130108183,,,,,,,0.015663,26,0.2937929349510166,49,0.2937929349510166,49,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-21847-C000,DOC-21847,MTR-2018-00572,DOC-21847-C000,graph_expansion,,,,,,,,39,,,,,,,,0.5,0.010101,66,0.29112375753819747,50,0.29112375753819747,50,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01103-C000,DOC-01103,MTR-2017-00029,DOC-01103-C000,graph_expansion,,,,,,,,1,,,,,,,,0.5,0.016393,20,0.22499999999999998,77,0.22499999999999998,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-11088-C000,DOC-11088,MTR-2018-00287,DOC-11088-C000,vector,,20,,,,,,,,0.42479987218380066,,,,,,,0.01625,21,0.2755190332038233,59,0.2755190332038233,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-11084-C000,DOC-11084,MTR-2018-00287,DOC-11084-C000,vector,,21,,,,,,,,0.4244582734517717,,,,,,,0.016049,23,0.27556753986604055,58,0.27556753986604055,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23920-C000,DOC-23920,MTR-2017-00628,DOC-23920-C000,vector,,22,,,,,,,,0.42394979071467964,,,,,,,0.015854,25,0.28800884322932807,51,0.28800884322932807,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01965-C000,DOC-01965,MTR-2017-00051,DOC-01965-C000,graph_expansion,,,,,,,,4,,,,,,,,0.5,0.015625,27,0.28465401759111386,53,0.28465401759111386,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-07755-C000,DOC-07755,MTR-2017-00203,DOC-07755-C000,graph_expansion,,,,,,,,9,,,,,,,,0.5,0.014493,36,0.26520153505112865,65,0.26520153505112865,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-08785-C000,DOC-08785,MTR-2017-00229,DOC-08785-C000,graph_expansion,,,,,,,,10,,,,,,,,0.5,0.014286,37,0.2736180964412557,61,0.2736180964412557,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-20182-C000,DOC-20182,MTR-2017-00530,DOC-20182-C000,graph_expansion,,,,,,,,15,,,,,,,,0.5,0.013333,42,0.23580256477486708,75,0.23580256477486708,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-23544-C000,DOC-23544,MTR-2017-00618,DOC-23544-C000,graph_expansion,,,,,,,,19,,,,,,,,0.5,0.012658,46,0.2557506018639906,69,0.2557506018639906,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-28006-C000,DOC-28006,MTR-2017-00729,DOC-28006-C000,graph_expansion,,,,,,,,21,,,,,,,,0.5,0.012346,48,0.2750562534264534,60,0.2750562534264534,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-28753-C000,DOC-28753,MTR-2017-00751,DOC-28753-C000,graph_expansion,,,,,,,,22,,,,,,,,0.5,0.012195,49,0.25051188234452837,72,0.25051188234452837,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-31114-C000,DOC-31114,MTR-2017-00810,DOC-31114-C000,graph_expansion,,,,,,,,24,,,,,,,,0.5,0.011905,51,0.2680857149667485,63,0.2680857149667485,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-34265-C000,DOC-34265,MTR-2017-00893,DOC-34265-C000,graph_expansion,,,,,,,,26,,,,,,,,0.5,0.011628,53,0.23806533501775795,74,0.23806533501775795,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-34690-C000,DOC-34690,MTR-2017-00904,DOC-34690-C000,graph_expansion,,,,,,,,27,,,,,,,,0.5,0.011494,54,0.25560639286820963,70,0.25560639286820963,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-01740-C000,DOC-01740,MTR-2018-00046,DOC-01740-C000,graph_expansion,,,,,,,,29,,,,,,,,0.5,0.011236,56,0.2843013610468858,54,0.2843013610468858,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-04109-C000,DOC-04109,MTR-2018-00106,DOC-04109-C000,graph_expansion,,,,,,,,31,,,,,,,,0.5,0.010989,58,0.2532072795747622,71,0.2532072795747622,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-04186-C000,DOC-04186,MTR-2018-00108,DOC-04186-C000,graph_expansion,,,,,,,,32,,,,,,,,0.5,0.01087,59,0.2772377422353586,56,0.2772377422353586,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-07838-C000,DOC-07838,MTR-2018-00205,DOC-07838-C000,graph_expansion,,,,,,,,35,,,,,,,,0.5,0.010526,62,0.26842132862965695,62,0.26842132862965695,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-17743-C000,DOC-17743,MTR-2018-00469,DOC-17743-C000,graph_expansion,,,,,,,,36,,,,,,,,0.5,0.010417,63,0.2620263151622053,66,0.2620263151622053,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-29077-C000,DOC-29077,MTR-2018-00759,DOC-29077-C000,graph_expansion,,,,,,,,42,,,,,,,,0.5,0.009804,69,0.2663971587252401,64,0.2663971587252401,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-29976-C000,DOC-29976,MTR-2018-00782,DOC-29976-C000,graph_expansion,,,,,,,,43,,,,,,,,0.5,0.009709,70,0.23517722212952588,76,0.23517722212952588,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-31222-C000,DOC-31222,MTR-2018-00814,DOC-31222-C000,graph_expansion,,,,,,,,44,,,,,,,,0.5,0.009615,71,0.27703322765952376,57,0.27703322765952376,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-32063-C000,DOC-32063,MTR-2018-00835,DOC-32063-C000,graph_expansion,,,,,,,,45,,,,,,,,0.5,0.009524,72,0.2829143327056468,55,0.2829143327056468,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-32434-C000,DOC-32434,MTR-2018-00844,DOC-32434-C000,graph_expansion,,,,,,,,46,,,,,,,,0.5,0.009434,73,0.25593807355850595,68,0.25593807355850595,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-33120-C000,DOC-33120,MTR-2018-00862,DOC-33120-C000,graph_expansion,,,,,,,,47,,,,,,,,0.5,0.009346,74,0.28754344147021665,52,0.28754344147021665,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-34858-C000,DOC-34858,MTR-2018-00909,DOC-34858-C000,graph_expansion,,,,,,,,49,,,,,,,,0.5,0.009174,76,0.2604662360260291,67,0.2604662360260291,,0,0,none,,,
Q-0380,negative,Have we advised on space debris liability treaties?,semantic,DOC-00039-C000,DOC-00039,MTR-2019-00001,DOC-00039-C000,graph_expansion,,,,,,,,50,,,,,,,,0.5,0.009091,77,0.24691059042261576,73,0.24691059042261576,,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-31602-C000,DOC-31602,MTR-2022-00824,DOC-31602-C000,vector,,2,,,,,,,,0.43067473586352323,,,,,,,0.020968,2,0.775,1,0.775,1,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-31595-C000,DOC-31595,MTR-2022-00824,DOC-31595-C000,vector,,4,,,,,,,,0.4225613944959241,,,,,,,0.020313,4,0.7531544284107853,2,0.7531544284107853,2,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-31594-C000,DOC-31594,MTR-2022-00824,DOC-31594-C000,vector,,1,,,,,,,,0.4333147227797416,,,,,,,0.021311,1,0.7506287555667841,3,0.7506287555667841,3,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-31603-C000,DOC-31603,MTR-2022-00824,DOC-31603-C000,vector,,3,,,,,,,,0.42437134545361854,,,,,,,0.020635,3,0.7408393893008763,4,0.7408393893008763,4,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-03887-C000,DOC-03887,MTR-2022-00101,DOC-03887-C000,graph_expansion,,,,,,,,31,,,,,,,,0.5,0.010989,35,0.5404366488826802,5,0.5404366488826802,5,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-04573-C000,DOC-04573,MTR-2023-00121,DOC-04573-C000,graph_expansion,,,,,,,,41,,,,,,,,0.5,0.009901,45,0.5018894866421951,6,0.5018894866421951,6,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-05234-C000,DOC-05234,MTR-2024-00138,DOC-05234-C000,graph_expansion,,,,,,,,49,,,,,,,,0.5,0.009174,53,0.49751383336553273,7,0.49751383336553273,7,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-20748-C000,DOC-20748,MTR-2022-00543,DOC-20748-C000,graph_expansion,,,,,,,,35,,,,,,,,0.5,0.010526,39,0.49632864707951274,8,0.49632864707951274,8,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-22496-C000,DOC-22496,MTR-2017-00592,DOC-22496-C000,graph_expansion,,,,,,,,5,,,,,,,,0.5,0.015385,9,0.4801120292073494,9,0.4801120292073494,9,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-08936-C000,DOC-08936,MTR-2017-00234,DOC-08936-C000,graph_expansion,,,,,,,,3,,,,,,,,0.5,0.015873,7,0.4786216915097564,10,0.4786216915097564,10,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-11882-C000,DOC-11882,MTR-2017-00311,DOC-11882-C000,graph_expansion,,,,,,,,4,,,,,,,,0.5,0.015625,8,0.47403624663763766,11,0.47403624663763766,11,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-05161-C000,DOC-05161,MTR-2020-00136,DOC-05161-C000,graph_expansion,,,,,,,,18,,,,,,,,0.5,0.012821,22,0.4715786879480054,12,0.4715786879480054,12,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-12243-C000,DOC-12243,MTR-2022-00321,DOC-12243-C000,graph_expansion,,,,,,,,33,,,,,,,,0.5,0.010753,37,0.46697689567883804,13,0.46697689567883804,13,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-22173-C000,DOC-22173,MTR-2022-00582,DOC-22173-C000,graph_expansion,,,,,,,,37,,,,,,,,0.5,0.010309,41,0.46281375856380685,14,0.46281375856380685,14,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-21133-C000,DOC-21133,MTR-2022-00552,DOC-21133-C000,graph_expansion,,,,,,,,36,,,,,,,,0.5,0.010417,40,0.46133976826326245,15,0.46133976826326245,15,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-29220-C000,DOC-29220,MTR-2022-00763,DOC-29220-C000,graph_expansion,,,,,,,,39,,,,,,,,0.5,0.010101,43,0.46021179786691235,16,0.46021179786691235,16,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-29539-C000,DOC-29539,MTR-2023-00772,DOC-29539-C000,graph_expansion,,,,,,,,44,,,,,,,,0.5,0.009615,48,0.4574899562583285,17,0.4574899562583285,17,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-05688-C000,DOC-05688,MTR-2021-00151,DOC-05688-C000,graph_expansion,,,,,,,,27,,,,,,,,0.5,0.011494,31,0.45108586346455837,18,0.45108586346455837,18,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-37302-C000,DOC-37302,MTR-2020-00974,DOC-37302-C000,graph_expansion,,,,,,,,25,,,,,,,,0.5,0.011765,29,0.45040608420395606,19,0.45040608420395606,19,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-01559-C000,DOC-01559,MTR-2017-00042,DOC-01559-C000,graph_expansion,,,,,,,,1,,,,,,,,0.5,0.016393,5,0.4423686139884181,20,0.4423686139884181,20,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-05838-C000,DOC-05838,MTR-2018-00155,DOC-05838-C000,graph_expansion,,,,,,,,8,,,,,,,,0.5,0.014706,12,0.440450519401388,21,0.440450519401388,21,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-05662-C000,DOC-05662,MTR-2023-00150,DOC-05662-C000,graph_expansion,,,,,,,,42,,,,,,,,0.5,0.009804,46,0.43829674984024136,22,0.43829674984024136,22,0,0,none,,,
Q-0384,negative,Have we advised on satellite mega-constellation spectrum auctions in Bhutan?,semantic,DOC-31979-C000,DOC-31979,MTR-2020-00833,DOC-31979-C000,graph_expansion,,,,,,,,24,,,,,,,,0.5,0.011905,28,0.43823544710130924,23,0.43823544710130924,23,0,0,none,,,
