query_id,query_type,query,intent,candidate_id,document_id,matter_id,chunk_id,retrieved_by,bm25_rank,vector_rank,metadata_rank,matter_rank,hierarchical_rank,graph_seed_rank,similar_matter_rank,graph_expansion_rank,matter_scope_rank,bm25_score,vector_score,metadata_score,matter_score,hierarchical_score,graph_seed_score,similar_matter_score,graph_expansion_score,matter_scope_score,rrf_score,rrf_rank,reranker_score,reranker_rank,final_score,final_rank,is_relevant,relevance_grade,gold_kind,matter_stage_score,doc_stage_score,hierarchy_label
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00100-C007,DOC-00100,MTR-1931-00028,DOC-00100-C007,vector,,8,,,,,,,,,0.4570670425891876,,,,,,,,0.014706,16,0.30389198601642764,15,0.30389198601642764,15,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00099-C031,DOC-00099,MTR-1931-00027,DOC-00099-C031,vector,,12,,,,,,,,,0.45082599510836974,,,,,,,,0.013889,24,0.28374909987136127,16,0.28374909987136127,16,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00052-C005,DOC-00052,MTR-1928-00015,DOC-00052-C005,vector,,9,,,,,,,,,0.4554274515935022,,,,,,,,0.014493,18,0.28055929722605727,17,0.28055929722605727,17,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00254-C000,DOC-00254,MTR-1930-00082,DOC-00254-C000,vector,,25,,,,,,,,,0.42659878730773926,,,,,,,,0.011765,50,0.2720595503726413,18,0.2720595503726413,18,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00107-C000,DOC-00107,MTR-1932-00030,DOC-00107-C000,vector,,27,,,,,,,,,0.42462726978226195,,,,,,,,0.011494,54,0.269604262037748,19,0.269604262037748,19,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00084-C017,DOC-00084,MTR-1929-00023,DOC-00084-C017,vector,,30,,,,,,,,,0.4241182208061218,,,,,,,,0.011111,60,0.25776223816869254,20,0.25776223816869254,20,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00016-C046,DOC-00016,MTR-1925-00005,DOC-00016-C046,vector,,24,,,,,,,,,0.4281497725292974,,,,,,,,0.011905,48,0.2567259718846415,21,0.2567259718846415,21,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00052-C006,DOC-00052,MTR-1928-00015,DOC-00052-C006,vector,,16,,,,,,,,,0.4426398707222903,,,,,,,,0.013158,32,0.2527915508617051,22,0.2527915508617051,22,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00163-C000,DOC-00163,MTR-1935-00050,DOC-00163-C000,vector,,21,,,,,,,,,0.4335007071495056,,,,,,,,0.012346,42,0.25083906831262803,23,0.25083906831262803,23,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C023,DOC-02978,MTR-2023-00161,DOC-02978-C023,bm25,47,,,,,,,,,1.5,,,,,,,,,0.009346,78,0.24640304029151192,24,0.24640304029151192,24,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C004,DOC-01404,MTR-1997-00135,DOC-01404-C004,bm25,13,,,,,,,,,2.2,,,,,,,,,0.013699,25,0.24530072651720325,25,0.24530072651720325,25,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C002,DOC-01404,MTR-1997-00135,DOC-01404-C002,bm25,32,,,,,,,,,2.0,,,,,,,,,0.01087,63,0.24308245562358025,26,0.24308245562358025,26,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C008,DOC-01404,MTR-1997-00135,DOC-01404-C008,bm25,21,,,,,,,,,2.1,,,,,,,,,0.012346,41,0.24212302591851523,27,0.24212302591851523,27,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00045-C026,DOC-00045,MTR-1927-00013,DOC-00045-C026,vector,,10,,,,,,,,,0.45338672399520874,,,,,,,,0.014286,20,0.24185872178723355,28,0.24185872178723355,28,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C016,DOC-02978,MTR-2023-00161,DOC-02978-C016,bm25,46,,,,,,,,,1.5,,,,,,,,,0.009434,77,0.2413319402486877,29,0.2413319402486877,29,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00069-C000,DOC-00069,MTR-1929-00020,DOC-00069-C000,vector,,1,,,,,,,,,0.5030249057397311,,,,,,,,0.016393,2,0.23950567291219454,30,0.23950567291219454,30,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00022-C021,DOC-00022,MTR-1926-00007,DOC-00022-C021,vector,,23,,,,,,,,,0.4293978214263916,,,,,,,,0.012048,46,0.23870225685524893,31,0.23870225685524893,31,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00234-C104,DOC-00234,MTR-1923-00073,DOC-00234-C104,vector,,19,,,,,,,,,0.4353060852082399,,,,,,,,0.012658,38,0.23829997797552063,32,0.23829997797552063,32,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00029-C070,DOC-00029,MTR-1927-00009,DOC-00029-C070,vector,,26,,,,,,,,,0.4258644028982883,,,,,,,,0.011628,52,0.2377490494288685,33,0.2377490494288685,33,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02085-C006,DOC-02085,MTR-2008-00146,DOC-02085-C006,bm25,40,,,,,,,,,1.6,,,,,,,,,0.01,71,0.23759069529060167,34,0.23759069529060167,34,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00244-C142,DOC-00244,MTR-1927-00079,DOC-00244-C142,vector,,18,,,,,,,,,0.4388664139668479,,,,,,,,0.012821,36,0.23719378241267478,35,0.23719378241267478,35,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C000,DOC-01404,MTR-1997-00135,DOC-01404-C000,bm25,17,,,,,,,,,2.1,,,,,,,,,0.012987,33,0.2368663992176639,36,0.2368663992176639,36,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C003,DOC-01404,MTR-1997-00135,DOC-01404-C003,bm25,34,,,,,,,,,2.0,,,,,,,,,0.010638,65,0.2363865416523175,37,0.2363865416523175,37,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C005,DOC-01404,MTR-1997-00135,DOC-01404-C005,bm25,30,,,,,,,,,2.0,,,,,,,,,0.011111,59,0.23523159539225472,38,0.23523159539225472,38,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C006,DOC-01404,MTR-1997-00135,DOC-01404-C006,bm25,27,,,,,,,,,2.0,,,,,,,,,0.011494,53,0.23500485327358284,39,0.23500485327358284,39,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C010,DOC-02978,MTR-2023-00161,DOC-02978-C010,bm25,36,,,,,,,,,1.7,,,,,,,,,0.010417,67,0.23480174439688734,40,0.23480174439688734,40,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C009,DOC-01404,MTR-1997-00135,DOC-01404-C009,bm25,10,,,,,,,,,2.3,,,,,,,,,0.014286,19,0.23461439101484274,41,0.23461439101484274,41,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C000,DOC-01492,MTR-1999-00137,DOC-01492-C000,bm25,12,,,,,,,,,2.2,,,,,,,,,0.013889,23,0.2342773033484889,42,0.2342773033484889,42,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-03026-C044,DOC-03026,MTR-2024-00162,DOC-03026-C044,bm25,41,,,,,,,,,1.6,,,,,,,,,0.009901,72,0.23417346550511928,43,0.23417346550511928,43,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C001,DOC-01492,MTR-1999-00137,DOC-01492-C001,bm25,26,,,,,,,,,2.0,,,,,,,,,0.011628,51,0.23367773827487087,44,0.23367773827487087,44,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C005,DOC-01492,MTR-1999-00137,DOC-01492-C005,bm25,14,,,,,,,,,2.2,,,,,,,,,0.013514,27,0.2336313851529269,45,0.2336313851529269,45,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C002,DOC-01492,MTR-1999-00137,DOC-01492-C002,bm25,25,,,,,,,,,2.0,,,,,,,,,0.011765,49,0.23335943161482192,46,0.23335943161482192,46,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C001,DOC-02504,MTR-2015-00153,DOC-02504-C001,bm25,4,,,,,,,,,2.4,,,,,,,,,0.015625,7,0.2331405672434755,47,0.2331405672434755,47,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C001,DOC-01404,MTR-1997-00135,DOC-01404-C001,bm25,18,,,,,,,,,2.1,,,,,,,,,0.012821,35,0.23313942554096456,48,0.23313942554096456,48,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00007-C072,DOC-00007,MTR-1924-00002,DOC-00007-C072,vector,,28,,,,,,,,,0.4245496392250061,,,,,,,,0.011364,56,0.23295504058544841,49,0.23295504058544841,49,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01404-C007,DOC-01404,MTR-1997-00135,DOC-01404-C007,bm25,28,,,,,,,,,2.0,,,,,,,,,0.011364,55,0.23261949421748435,50,0.23261949421748435,50,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C013,DOC-02504,MTR-2015-00153,DOC-02504-C013,bm25,1,,,,,,,,,2.7,,,,,,,,,0.016393,1,0.2289822583581446,67,0.2289822583581446,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C006,DOC-02504,MTR-2015-00153,DOC-02504-C006,bm25,2,,,,,,,,,2.5,,,,,,,,,0.016129,3,0.22849988904727414,70,0.22849988904727414,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C012,DOC-02504,MTR-2015-00153,DOC-02504-C012,bm25,3,,,,,,,,,2.4,,,,,,,,,0.015873,5,0.2282902724662663,72,0.2282902724662663,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C005,DOC-02504,MTR-2015-00153,DOC-02504-C005,bm25,5,,,,,,,,,2.4,,,,,,,,,0.015385,9,0.22724995313830146,78,0.22724995313830146,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C007,DOC-02504,MTR-2015-00153,DOC-02504-C007,bm25,6,,,,,,,,,2.4,,,,,,,,,0.015152,11,0.22796191882412112,75,0.22796191882412112,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C009,DOC-02504,MTR-2015-00153,DOC-02504-C009,bm25,7,,,,,,,,,2.3,,,,,,,,,0.014925,13,0.231276052872866,55,0.231276052872866,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C002,DOC-02504,MTR-2015-00153,DOC-02504-C002,bm25,8,,,,,,,,,2.3,,,,,,,,,0.014706,15,0.22910099541928192,64,0.22910099541928192,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C000,DOC-02504,MTR-2015-00153,DOC-02504-C000,bm25,9,,,,,,,,,2.3,,,,,,,,,0.014493,17,0.23085225290080658,57,0.23085225290080658,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C003,DOC-02504,MTR-2015-00153,DOC-02504-C003,bm25,11,,,,,,,,,2.3,,,,,,,,,0.014085,21,0.22626991570291405,80,0.22626991570291405,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-00231-C006,DOC-00231,MTR-1923-00071,DOC-00231-C006,vector,,13,,,,,,,,,0.44732561707496643,,,,,,,,0.013699,26,0.2282744028013643,73,0.2282744028013643,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C011,DOC-02504,MTR-2015-00153,DOC-02504-C011,bm25,15,,,,,,,,,2.2,,,,,,,,,0.013333,29,0.2322558048826257,53,0.2322558048826257,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C004,DOC-01492,MTR-1999-00137,DOC-01492-C004,bm25,16,,,,,,,,,2.2,,,,,,,,,0.013158,31,0.23091299147438837,56,0.23091299147438837,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C010,DOC-02504,MTR-2015-00153,DOC-02504-C010,bm25,19,,,,,,,,,2.1,,,,,,,,,0.012658,37,0.22762500241314393,76,0.22762500241314393,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C008,DOC-02504,MTR-2015-00153,DOC-02504-C008,bm25,20,,,,,,,,,2.1,,,,,,,,,0.0125,39,0.22905812448999627,66,0.22905812448999627,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C006,DOC-01492,MTR-1999-00137,DOC-01492-C006,bm25,22,,,,,,,,,2.1,,,,,,,,,0.012195,43,0.23241884000118734,52,0.23241884000118734,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C014,DOC-02504,MTR-2015-00153,DOC-02504-C014,bm25,23,,,,,,,,,2.1,,,,,,,,,0.012048,45,0.22932465494117427,63,0.22932465494117427,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C003,DOC-01492,MTR-1999-00137,DOC-01492-C003,bm25,24,,,,,,,,,2.0,,,,,,,,,0.011905,47,0.22888498530421283,68,0.22888498530421283,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C007,DOC-01492,MTR-1999-00137,DOC-01492-C007,bm25,29,,,,,,,,,2.0,,,,,,,,,0.011236,57,0.2290864387122675,65,0.2290864387122675,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-01492-C008,DOC-01492,MTR-1999-00137,DOC-01492-C008,bm25,31,,,,,,,,,2.0,,,,,,,,,0.010989,61,0.22870345460497402,69,0.22870345460497402,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02504-C004,DOC-02504,MTR-2015-00153,DOC-02504-C004,bm25,33,,,,,,,,,2.0,,,,,,,,,0.010753,64,0.22499999999999998,81,0.22499999999999998,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-03052-C018,DOC-03052,MTR-2025-00163,DOC-03052-C018,bm25,35,,,,,,,,,1.8,,,,,,,,,0.010526,66,0.22839302569225053,71,0.22839302569225053,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-03052-C016,DOC-03052,MTR-2025-00163,DOC-03052-C016,bm25,37,,,,,,,,,1.7,,,,,,,,,0.010309,68,0.2268686815847744,79,0.2268686815847744,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C009,DOC-02978,MTR-2023-00161,DOC-02978-C009,bm25,38,,,,,,,,,1.6,,,,,,,,,0.010204,69,0.23244886677722496,51,0.23244886677722496,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-03052-C027,DOC-03052,MTR-2025-00163,DOC-03052-C027,bm25,39,,,,,,,,,1.6,,,,,,,,,0.010101,70,0.2273863865883583,77,0.2273863865883583,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-03026-C037,DOC-03026,MTR-2024-00162,DOC-03026-C037,bm25,42,,,,,,,,,1.6,,,,,,,,,0.009804,73,0.23176858333608377,54,0.23176858333608377,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C019,DOC-02978,MTR-2023-00161,DOC-02978-C019,bm25,43,,,,,,,,,1.5,,,,,,,,,0.009709,74,0.22937905706582037,62,0.22937905706582037,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02978-C022,DOC-02978,MTR-2023-00161,DOC-02978-C022,bm25,44,,,,,,,,,1.5,,,,,,,,,0.009615,75,0.22976027153422188,61,0.22976027153422188,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02472-C008,DOC-02472,MTR-2015-00153,DOC-02472-C008,bm25,45,,,,,,,,,1.5,,,,,,,,,0.009524,76,0.23058897630178474,59,0.23058897630178474,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02344-C021,DOC-02344,MTR-2012-00150,DOC-02344-C021,bm25,48,,,,,,,,,1.5,,,,,,,,,0.009259,79,0.23035972243758882,60,0.23035972243758882,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02958-C012,DOC-02958,MTR-2023-00161,DOC-02958-C012,bm25,49,,,,,,,,,1.5,,,,,,,,,0.009174,80,0.22801455130987527,74,0.22801455130987527,,0,0,document,,,
H-ARG-00001,argument,Which documents support our argument on Wimbledon — PCIJ Series A No. 1?,matter_research,DOC-02344-C022,DOC-02344,MTR-2012-00150,DOC-02344-C022,bm25,50,,,,,,,,,1.5,,,,,,,,,0.009091,81,0.2306013637740284,58,0.2306013637740284,,0,0,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00012-C007,DOC-00012,MTR-1924-00002,DOC-00012-C007,bm25,19,,,,,,,,,2.4,,,,,,,,,0.012658,37,0.775,1,0.775,1,0,0,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00007-C025,DOC-00007,MTR-1924-00002,DOC-00007-C025,bm25,13,,,,,,,,,2.4,,,,,,,,,0.013699,25,0.75027385635892,2,0.75027385635892,2,1,1,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00012-C009,DOC-00012,MTR-1924-00002,DOC-00012-C009,bm25,3,,,,,,,,,2.5,,,,,,,,,0.015873,5,0.7485401025483287,3,0.7485401025483287,3,0,0,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00012-C005,DOC-00012,MTR-1924-00002,DOC-00012-C005,bm25,17,,,,,,,,,2.4,,,,,,,,,0.012987,33,0.7432626582730936,4,0.7432626582730936,4,0,0,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00008-C028,DOC-00008,MTR-1924-00002,DOC-00008-C028,bm25,34,,,,,,,,,2.3,,,,,,,,,0.010638,67,0.7345429493097174,5,0.7345429493097174,5,1,1,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00007-C056,DOC-00007,MTR-1924-00002,DOC-00007-C056,bm25,18,,,,,,,,,2.4,,,,,,,,,0.012821,35,0.7303252493476252,6,0.7303252493476252,6,1,1,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00009-C002,DOC-00009,MTR-1924-00002,DOC-00009-C002,bm25,29,,,,,,,,,2.3,,,,,,,,,0.011236,57,0.7299251058696147,7,0.7299251058696147,7,1,1,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00007-C015,DOC-00007,MTR-1924-00002,DOC-00007-C015,bm25,30,,,,,,,,,2.3,,,,,,,,,0.011111,59,0.725230548257571,8,0.725230548257571,8,1,1,document,,,
H-ARG-00002,argument,Which documents support our argument on Mavrommatis Palestine — PCIJ Series A No. 2?,matter_research,DOC-00009-C001,DOC-00009,MTR-1924-00002,DOC-00009-C001,bm25,47,,,,,,,,,2.3,,,,,,,,,0.009346,90,0.721996284178429,9,0.721996284178429,9,1,1,document,,,
